index,budget,id,imdb_id,original_language,original_title,popularity,release_date,revenue,runtime,title,vote_average,vote_count,success_level,success,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,total_votes,total_stars,avg_stars
43682,0,191486,tt0265567,ru,Поезд вне расписания,1e-06,1986-05-12 00:00:00,0,,Поезд вне расписания,4.5,2,0,t,1,,,,1,1,2,,,1,,,
43684,0,27316,tt0372937,ko,거울 속으로,2.424021,2003-08-14 00:00:00,0,113,Into the Mirror,6.1,23,0,t,3,4,2,11,15,46,53,41,17,13,205,697,3.4
43692,20000000,397422,tt4799050,en,Rough Night,24.317924,2017-06-15 00:00:00,45056771,101,Rough Night,5.6,336,40000000,t,1,,,2,,,,,,,,,
43699,0,381518,tt4799064,en,Mindhorn,5.760089,2017-05-05 00:00:00,0,89,Mindhorn,6.4,63,0,t,6,1,2,,3,2,7,18,9,10,,,
43708,0,20648,tt0265010,en,100 Women,1.020766,2002-10-18 00:00:00,0,98,100 Women,4.7,9,0,t,11,3,8,22,31,63,76,87,48,28,377,1301,3.4509283819628647
43710,0,64765,tt0153489,en,Vam i Ne Snilos,0.521762,1980-06-06 00:00:00,0,90,Love and Lies,6.4,10,0,t,,1,,,1,6,5,4,1,3,,,
43727,0,212470,tt3159812,en,Monster High: 13 Wishes,3.527047,2013-10-08 00:00:00,0,73,Monster High: 13 Wishes,6.4,20,0,t,,,1,1,,5,1,,,,,,
43732,0,166747,tt2650548,en,Monster High: Friday Night Frights,2.328593,2013-02-01 00:00:00,0,46,Monster High: Friday Night Frights,6,12,0,t,,,,,1,1,,,,,,,
43744,0,22939,tt0460946,en,Spider-Plant Man,1.659001,2005-03-11 00:00:00,0,15,Spider-Plant Man,5.5,12,0,t,8,8,6,20,32,62,88,70,46,39,379,1317,3.474934036939314
43762,0,142797,tt0051175,ru,Vysota,0.172227,1957-04-27 00:00:00,0,94,Height,7.3,3,0,t,,,,1,3,7,10,4,,3,,,
43801,0,9990,tt0804551,en,Walking Tall: Lone Justice,0.719011,2007-09-25 00:00:00,0,95,Walking Tall: Lone Justice,5.2,10,0,t,,,1,1,3,2,2,5,5,1,,,
43803,15000000,369524,tt1967614,en,The Comedian,7.924525,2016-12-09 00:00:00,0,120,The Comedian,5.6,36,30000000,f,,,,,3,2,1,2,,,,,
43813,500000,347786,tt4384398,ru,Пионеры-герои,0.081696,2015-06-18 00:00:00,0,116,Pioneer Heroes,8,1,1000000,f,,,,,,2,4,2,,,,,
43822,0,338227,tt4464702,ru,Женщины против мужчин,1.393948,2015-04-01 00:00:00,0,90,Women vs. Men,4.5,10,0,t,,,,,,5,3,,,,,,
43828,0,49579,tt1275954,ru,Сумасшедшая помощь,0.23179,2009-06-10 00:00:00,0,119,Help Gone Mad,4.8,6,0,t,1,,,,,4,4,4,1,2,,,
43832,0,78595,tt0274993,fr,Trois huit,0.065549,2001-03-14 00:00:00,0,95,Nightshift,7,1,0,t,5,6,8,2,8,22,35,56,17,17,176,618.5,3.5142045454545454
43836,0,349177,tt3130302,en,Sucker,1.127008,2015-08-15 00:00:00,0,90,Sucker,5.8,4,0,t,90,96,103,143,207,265,173,140,52,57,1326,3578.5,2.698717948717949
43838,0,50332,tt0425468,en,Snow,0.799403,2004-12-13 00:00:00,0,120,Snow,6.9,7,0,t,5,7,7,9,9,9,9,10,3,4,72,192.5,2.673611111111111
43853,0,32888,tt0114465,en,Ski School 2,1.829375,1994-02-17 00:00:00,0,92,Ski School 2,4.7,10,0,t,4,2,2,1,6,9,21,22,3,5,75,251,3.3466666666666667
43869,0,15075,tt0452660,en,One Last Thing...,2.110792,2005-01-01 00:00:00,0,96,One Last Thing...,5.9,16,0,t,20,9,12,25,43,75,63,50,13,13,323,963.5,2.98297213622291
43871,0,14543,tt0295432,en,The Matrix Revisited,10.358824,2001-11-19 00:00:00,0,123,The Matrix Revisited,6.7,71,0,t,20,37,42,112,178,298,163,118,32,19,1019,2954.5,2.899411187438665
43883,0,393196,tt0491722,en,Meet The Santas,0.455228,2005-12-17 00:00:00,0,96,Meet The Santas,4.2,5,0,t,1,1,,3,1,9,7,11,1,2,,,
43892,0,94532,tt1866230,en,Reel Love,0.947694,2011-11-13 00:00:00,0,90,Reel Love,5.1,5,0,t,,1,,1,,,2,1,3,,,,
43897,0,215579,tt0089125,en,Family Ties Vacation,0.731225,1985-09-22 00:00:00,0,90,Family Ties Vacation,4.7,3,0,t,4,1,,4,3,8,19,34,20,9,,,
43899,0,119457,tt1971403,en,General Education,1.047595,2012-08-24 00:00:00,0,94,General Education,4.5,4,0,t,1,1,,1,4,14,17,26,7,11,,,
43904,0,263029,tt0422618,en,Late Night with Conan O'Brien: The Best of Triumph the Insult Comic Dog,0.764447,2004-08-10 00:00:00,0,61,Late Night with Conan O'Brien: The Best of Triumph the Insult Comic Dog,8.4,5,0,t,30,29,32,75,64,62,46,21,10,9,378,923,2.441798941798942
43906,0,44417,tt0093169,nl,Hector,1.105248,1987-01-01 00:00:00,0,90,Hector,7.6,6,0,t,6,7,8,5,10,16,6,4,2,3,67,166,2.4776119402985075
43908,0,16875,tt0250292,en,Cheats,2.656003,2002-10-31 00:00:00,0,86,Cheats,5.6,28,0,t,6,7,13,12,17,31,39,27,11,9,172,528,3.0697674418604652
43910,0,19580,tt0800328,en,The Dukes of Hazzard: The Beginning,3.479526,2007-03-04 00:00:00,0,95,The Dukes of Hazzard: The Beginning,4.8,46,0,t,6,2,1,5,9,18,25,38,15,13,132,465,3.522727272727273
43912,0,394045,tt3074546,en,Casual Encounters,0.64157,2016-06-07 00:00:00,0,82,Casual Encounters,4,9,0,t,15,13,13,40,35,44,24,15,3,2,204,507,2.485294117647059
43914,0,39026,tt1370426,en,Costa Rican Summer,1.796242,2010-05-24 00:00:00,0,89,Costa Rican Summer,4,7,0,t,4,2,2,15,20,32,43,49,11,7,185,614,3.3189189189189188
43917,0,76706,tt1663628,en,Christmas Mail,0.832924,2010-12-01 00:00:00,0,89,Christmas Mail,5,15,0,t,18,9,7,33,58,127,164,146,51,39,652,2203,3.378834355828221
43919,0,83079,tt0088952,en,Crystal Heart,0.329879,1986-02-01 00:00:00,0,103,Crystal Heart,7,1,0,t,294,170,111,121,89,66,44,34,10,12,951,1541,1.6203995793901156
43921,0,225762,tt3198544,en,Breakfast With Jonny Wilkinson,0.19553,2013-11-22 00:00:00,0,0,Breakfast With Jonny Wilkinson,6.3,2,0,t,9,16,15,39,50,120,209,202,71,62,793,2775,3.4993694829760402
43923,0,69621,tt0281618,de,Counterstrike,0.894639,2002-07-02 00:00:00,0,96,Counterstrike,5.5,2,0,t,16,3,6,8,9,14,15,16,5,7,99,274.5,2.772727272727273
43926,0,317925,tt4357170,es,A la mala,1.854081,2015-02-27 00:00:00,0,99,A la mala,7,42,0,t,16,10,6,11,9,6,3,3,2,2,68,131,1.9264705882352942
43928,0,127497,tt2005153,en,Backwards,1.100896,2012-09-21 00:00:00,0,89,Backwards,6.1,7,0,t,148,157,150,243,267,269,161,154,51,45,1645,4050.5,2.4623100303951366
43930,0,257439,tt2437712,en,Bank$tas,0.78662,2014-04-18 00:00:00,0,80,Bank$tas,5.8,4,0,t,31,36,29,66,91,119,93,71,26,23,585,1653,2.825641025641026
43932,0,48962,tt1454603,pt,A Bela e o Paparazzo,0.725071,2010-01-28 00:00:00,0,0,A Bela e o Paparazzo,6.9,11,0,t,27,30,34,52,64,43,47,24,9,9,339,833.5,2.4587020648967552
43934,1000000,54144,tt1479668,es,Abel,0.829065,2010-05-28 00:00:00,0,83,Abel,6.7,11,2000000,f,2,1,1,2,5,9,17,20,14,8,79,289.5,3.6645569620253164
43936,0,24791,tt0241146,en,A,0.001715,1998-01-01 00:00:00,0,136,A,0,0,0,t,14,25,38,133,231,610,592,483,143,51,2320,7665,3.3038793103448274
43953,0,248223,tt3338268,ru,Тёмный мир: Равновесие,2.073139,2013-12-05 00:00:00,2118871,95,Dark World: Equilibrium,4.1,8,0,t,,,,,,3,,1,,1,,,
43967,0,425931,tt5431600,fr,The Black Room,3.703992,2016-10-31 00:00:00,0,91,The Black Room,3.8,25,0,t,2,1,1,5,2,5,3,,1,2,,,
43971,0,26873,tt0126237,ru,Через тернии к звёздам,0.914097,1980-06-06 00:00:00,0,148,To The Stars By Hard Ways,5,10,0,t,,,,,7,10,5,2,,1,,,
43983,0,114047,tt0351867,es,Trece campanadas,0.546139,2002-10-12 00:00:00,0,108,13 Curses,6,1,0,t,,1,4,4,3,19,24,35,3,4,,,
43987,0,63899,tt0077222,ru,Белый Бим Чёрное ухо,1.185288,1977-09-15 00:00:00,0,0,White Bim Black Ear,6.9,9,0,t,4,6,3,9,7,39,12,14,3,6,103,306.5,2.9757281553398056
43997,3000000,62732,tt1414840,ru,Любовь-морковь 2,1.16103,2008-12-23 00:00:00,17850711,100,Lovey-Dovey 2,3.9,9,6000000,t,,,1,2,,,1,2,1,,,,
44004,5000000,41978,tt1438463,ru,Каникулы строгого режима,0.824156,2009-08-25 00:00:00,17566040,115,High Security Vacation,6.4,12,10000000,t,56,90,101,143,238,342,275,186,55,63,1549,4445.5,2.869916074887024
44020,0,351067,tt2190451,en,Bachelor Games,1.361835,2016-07-08 00:00:00,0,86,Bachelor Games,5.3,4,0,t,1,1,,6,8,24,12,11,4,3,,,
44022,60000000,333667,tt2822672,en,Rock Dog,6.55207,2016-07-08 00:00:00,9420546,90,Rock Dog,5.8,47,120000000,f,91,115,114,304,417,924,941,896,347,280,4429,14593,3.294874689546173
44041,0,47798,tt1520428,en,The New Tenants,0.330757,2009-01-01 00:00:00,0,20,The New Tenants,6.6,7,0,t,1,2,,4,8,16,19,15,5,10,,,
44058,0,380438,tt0298411,,Lettre d'une inconnue,0.001283,2001-01-01 00:00:00,0,0,Lettre d'une inconnue,0,0,0,t,3,4,3,8,24,40,38,23,4,6,153,479,3.130718954248366
44073,0,93461,tt0282155,fr,Sexy boys,0.265977,2001-12-26 00:00:00,0,0,Sexy boys,4.5,6,0,t,1,1,2,4,9,11,11,10,6,6,61,203.5,3.3360655737704916
44100,0,53945,tt0167554,en,Caraibi,1.114882,1999-01-03 00:00:00,0,360,Pirates: Blood Brothers,6.1,5,0,t,3,1,3,1,6,13,25,28,13,6,99,351,3.5454545454545454
44115,0,82077,tt0120602,en,Bella Mafia,1.00796,1997-11-16 00:00:00,0,117,Bella Mafia,6,12,0,t,1,3,,7,11,11,15,15,6,6,,,
44124,0,186766,tt0044992,en,Olympia 52,0.001187,1952-07-10 00:00:00,0,82,Olympia 52,0,0,0,t,,,1,1,1,4,4,,,1,,,
44153,2500000,69976,tt1620464,ru,Glukhar v kino,0.209434,2010-05-06 00:00:00,1477030,0,Glukhar v kino,5.9,4,5000000,f,1,,,1,2,8,13,5,6,2,,,
44155,0,30203,tt1239459,en,Star Runners,4.464781,2009-06-13 00:00:00,0,88,Star Runners,5.2,9,0,t,2,2,1,3,3,4,7,3,3,2,30,90,3
44161,0,77473,tt1126510,sv,Kunskapens pris - balladen om den vilsne vandraren,0.074118,2007-01-27 00:00:00,0,20,Kunskapens pris - balladen om den vilsne vandraren,7,2,0,t,,2,1,5,4,4,5,3,,,,,
44168,0,24914,tt0368574,en,Kid's Story,3.253814,2003-06-02 00:00:00,0,15,Kid's Story,7.2,37,0,t,2,1,1,5,7,26,28,41,16,3,130,458,3.523076923076923
44187,0,85398,tt0064961,ja,千夜一夜物語,0.665574,1969-06-14 00:00:00,0,128,One Thousand and One Nights,8.1,5,0,t,12,12,11,6,8,15,8,3,2,8,85,200.5,2.3588235294117648
44189,0,41313,tt0105654,en,The Tune,0.014682,1992-09-04 00:00:00,0,69,The Tune,6.2,6,0,t,2,2,6,11,16,34,19,9,3,1,103,297,2.883495145631068
44191,0,400465,tt5740242,en,Hitler's Folly,0.187889,2016-06-03 00:00:00,0,67,Hitler's Folly,3.4,4,0,t,199,204,199,664,941,2443,3861,6668,4550,4687,24416,95707,3.919847640891219
44193,0,66706,tt0099704,en,Grim Prairie Tales,0.001586,1990-09-14 00:00:00,0,86,Grim Prairie Tales,6.8,5,0,t,62,51,49,127,156,314,302,290,152,205,1708,5667.5,3.318208430913349
44195,0,50958,tt0069952,en,Deadly Weapons,1.023037,1974-04-04 00:00:00,0,75,Deadly Weapons,3.6,11,0,t,51,62,86,225,401,1104,2065,3468,1829,1098,10389,39801,3.8310713254403694
44197,0,109481,tt0032638,en,Irene,0.3785,1940-04-23 00:00:00,0,101,Irene,6.5,2,0,t,5,4,7,14,31,90,92,71,18,7,339,1114.5,3.2876106194690267
44199,0,74829,tt0085792,tl,"Lumaban ka, Satanas",0.056354,1983-06-10 00:00:00,0,90,The Killing of Satan,5,1,0,t,39,33,39,121,241,804,1636,2863,1493,931,8200,31919,3.892560975609756
44204,0,47444,tt0094153,en,Time of the Apes,0.000809,1987-01-01 00:00:00,0,97,Time of the Apes,4.3,4,0,t,5,4,4,19,26,107,161,252,102,52,732,2727,3.7254098360655736
44225,0,39400,tt0050381,it,Le fatiche di Ercole,1.077227,1958-02-20 00:00:00,0,104,Labors of Hercules,5,14,0,t,31,27,29,44,56,78,60,50,15,16,406,1105.5,2.7229064039408866
44234,0,22749,tt0054691,en,Bloodlust!,0.731527,1961-09-13 00:00:00,0,68,Bloodlust!,4,7,0,t,2,1,,,3,4,2,3,1,1,,,
44238,0,278758,tt0066326,en,San Francisco International,0.214473,1970-09-29 00:00:00,0,96,San Francisco International,1,1,0,t,19,13,8,10,14,18,9,6,,1,,,
44241,0,161088,tt0052891,en,High School Big Shot,0.170226,1959-10-16 00:00:00,0,70,High School Big Shot,2.5,2,0,t,13,5,3,7,7,15,5,3,1,,,,
44243,0,84643,tt0062035,en,Il raggio infernale,0.341901,1967-01-28 00:00:00,0,93,Danger!! Death Ray,1.7,3,0,t,16,4,8,12,5,6,4,,,1,,,
44245,0,109122,tt0051993,en,Night of the Blood Beast,0.821709,1958-08-01 00:00:00,0,62,Night of the Blood Beast,2.4,9,0,t,14,4,11,10,6,5,7,,1,,,,
44253,0,31240,tt0060074,en,Agent for H.A.R.M.,0.440429,1966-01-05 00:00:00,0,84,Agent for H.A.R.M.,1.2,3,0,t,,,,,,1,,1,,,,,
44255,0,42794,tt0058208,en,The Horror of Party Beach,0.430227,1964-06-01 00:00:00,0,78,The Horror of Party Beach,5.7,9,0,t,1,,1,1,,2,6,2,1,,,,
44295,0,4820,tt0053108,en,Never So Few,2.424056,1959-12-07 00:00:00,0,125,Never So Few,6.1,19,0,t,3,,3,4,3,8,5,8,4,3,,,
44301,0,391709,tt4660736,ms,Apprentice,2.019501,2016-06-01 00:00:00,0,96,Apprentice,8.1,14,0,t,1,,,6,15,27,35,23,13,4,,,
44317,0,77460,tt1830499,fr,Beur sur la ville,1.45553,2011-10-11 00:00:00,0,99,Beur sur la ville,4.4,27,0,t,3,4,3,3,14,20,24,17,4,7,99,316,3.191919191919192
44392,0,328407,tt3298820,en,Metalocalypse: The Doomstar Requiem,1.586754,2013-10-27 00:00:00,0,60,Metalocalypse: The Doomstar Requiem,7.7,9,0,t,,,2,,3,10,8,7,,2,,,
44397,0,121888,tt0157412,it,Bloody Psycho,0.008903,1989-01-01 00:00:00,0,90,Bloody Psycho,0,0,0,t,97,64,65,148,181,277,224,212,84,48,1400,4039.5,2.885357142857143
44399,0,204690,tt2934404,en,Intimnye Mesta,2.263853,2013-09-11 00:00:00,0,80,Intimate Parts,4.5,6,0,t,28,24,17,43,40,45,22,18,5,8,250,596,2.384
44421,0,382589,tt5351818,fr,Rock'n Roll,6.677459,2017-02-15 00:00:00,0,123,Rock'n Roll,5.4,194,0,t,3,2,,1,1,3,4,9,7,7,,,
44427,7400000,66526,tt0220656,ta,முதல்வன்,0.236466,1999-11-07 00:00:00,22000000,169,Mudhalvan,6.3,6,14800000,t,3,1,,3,2,8,7,5,3,,,,
44494,0,109535,tt0846774,ru,Чистилище,0.438004,1998-03-23 00:00:00,0,120,Purgatory,4.5,4,0,t,14,13,11,31,9,16,10,3,1,4,112,240.5,2.1473214285714284
44511,0,75294,tt0087043,ru,Человек-невидимка,0.077218,1984-01-12 00:00:00,0,89,The Invisible Man,5,1,0,t,,1,,2,6,7,15,5,2,1,,,
44555,0,142881,tt0051827,ru,Коммунист,0.386603,1958-02-03 00:00:00,0,0,Kommunist,6.7,3,0,t,98,40,29,100,129,392,866,2534,2450,2310,8948,37573,4.199038891372374
44568,0,73545,tt0167501,ru,Ехали в трамвае Ильф и Петров,0.066034,1972-08-19 00:00:00,0,,Ехали в трамвае Ильф и Петров,6,1,0,t,2,1,,2,,1,9,12,8,5,,,
44571,0,63584,tt0171869,en,Usatyy Nyan,0.056979,1977-06-06 00:00:00,0,75,The Whiskered Nanny,8.5,2,0,t,2,1,,,1,,,1,,,,,
44582,0,353746,tt3920572,en,One Day Since Yesterday: Peter Bogdanovich & the Lost American Film,0.055552,2014-08-26 00:00:00,0,120,One Day Since Yesterday: Peter Bogdanovich & the Lost American Film,8,1,0,t,1,,1,,6,5,9,16,3,1,,,
44585,4000000,452068,tt5352846,en,Drone,8.413334,2017-05-26 00:00:00,0,91,Drone,5.7,55,8000000,f,,,,,,3,3,1,1,1,,,
44587,0,63452,tt0174225,en,Solomennaya Shlyapka,0.02696,1974-06-06 00:00:00,0,127,The Straw Hat,6.3,5,0,t,2,,2,6,9,29,28,55,31,18,,,
44590,0,13570,tt0080040,en,Tourist Trap,3.414839,1979-01-25 00:00:00,0,90,Tourist Trap,6.3,59,0,t,1,2,1,2,8,11,8,11,2,2,48,152,3.1666666666666665
44595,0,43464,tt0039826,en,Sinbad il marinaio,1.846912,1947-01-13 00:00:00,0,116,Sinbad il marinaio,5.4,6,0,t,1,1,,1,3,10,8,7,9,7,,,
44597,0,72210,tt1550321,ru,Ночь перед Рождеством,0.090544,1951-01-01 00:00:00,0,49,The Night Before Christmas,0,0,0,t,2,,,1,2,8,12,15,7,3,,,
44601,0,106131,tt0210741,en,I'll Take You There,0.05342,1999-09-03 00:00:00,0,94,I'll Take You There,6,1,0,t,,,,2,,4,5,1,,1,,,
44611,0,70752,tt1801808,de,Der Sandmann,0.624494,2011-01-18 00:00:00,0,88,The Sandman,5.8,5,0,t,,2,1,3,7,13,5,8,2,,,,
44613,0,445224,tt6690310,zh,非凡任务,2.552316,2017-03-31 00:00:00,0,117,Extraordinary Mission,8.7,3,0,t,6,1,9,15,35,72,75,66,24,17,320,1070.5,3.3453125
44628,0,387805,tt5979312,es,7:19,1.148379,2016-09-16 00:00:00,0,0,7:19,6.7,7,0,t,,,,1,1,3,1,,3,,,,
44633,30000000,341013,tt2406566,en,Atomic Blonde,14.455104,2017-07-26 00:00:00,90007945,115,Atomic Blonde,6.1,748,60000000,t,6,1,1,11,14,39,76,156,92,57,453,1768.5,3.903973509933775
44653,0,67145,tt0043862,en,No Smoking,0.226643,1951-11-23 00:00:00,0,6,No Smoking,6.8,9,0,t,,3,2,2,5,14,16,16,12,12,,,
44655,0,66878,tt0043649,en,Home Made Home,0.289609,1951-03-23 00:00:00,0,7,Home Made Home,7,6,0,t,1,,1,,5,6,10,8,4,5,,,
44657,0,105980,tt0129023,en,Dark Harbor,0.694388,1999-12-31 00:00:00,0,84,Dark Harbor,4.6,9,0,t,7,,2,4,12,22,30,33,19,23,,,
44663,0,431391,tt4036488,en,Saving Banksy,0.34468,2017-01-27 00:00:00,0,80,Saving Banksy,6.1,7,0,t,,1,,3,3,3,5,6,1,,,,
44665,0,461533,tt2879456,en,The Everyday,0.010588,2013-04-23 00:00:00,0,15,The Everyday,0,0,0,t,60,70,81,199,335,934,1565,2562,1691,1174,8671,33464,3.8593011186714334
44671,0,360007,tt4929720,en,Patchwork,6.588979,2015-10-15 00:00:00,0,86,Patchwork,6.2,13,0,t,3,,,6,8,13,2,5,2,2,,,
44674,0,153561,tt1060243,es,La buena nueva,0.307388,2008-11-14 00:00:00,0,0,La buena nueva,6,1,0,t,,1,,,2,5,9,5,6,2,,,
44685,0,121842,tt0162941,de,Echos aus einem düsteren Reich,0.731278,1990-11-28 00:00:00,0,91,Echoes From a Sombre Empire,6.8,4,0,t,1,,,2,4,3,6,1,,,,,
44694,0,144139,tt0312017,en,"What Happened on Twenty-Third Street, New York City",0.916587,1901-07-31 00:00:00,0,1,"What Happened on Twenty-Third Street, New York City",5.7,10,0,t,19,23,19,57,95,251,542,902,487,268,2663,10202,3.8310176492677432
44703,0,195542,tt0309364,en,"Bird''s-Eye View of Dock Front, Galveston",0.001247,1900-09-21 00:00:00,0,1,"Bird''s-Eye View of Dock Front, Galveston",0,0,0,t,,,,,,1,2,,1,,,,
44709,0,232137,tt0918623,en,"Annual Baby Parade, 1904, Asbury Park, N.J.",0.001177,1904-09-01 00:00:00,0,6,"Annual Baby Parade, 1904, Asbury Park, N.J.",0,0,0,t,17,13,13,23,62,151,228,303,154,91,1055,3853,3.652132701421801
44717,0,127094,tt0189363,fr,Le Revenant,0.353632,1903-10-16 00:00:00,0,2,Apparitions,4.4,5,0,t,1,,,,3,6,3,19,7,5,,,
44719,0,32673,tt0000465,fr,Le royaume des fées,0.929242,1903-08-31 00:00:00,0,16,The Kingdom of Fairies,6.1,13,0,t,1,,,,2,1,4,13,4,6,,,
44724,0,142026,tt0246507,fr,Le Cochon Danseur,0.697911,1907-08-10 00:00:00,0,4,The Dancing Pig,6.5,11,0,t,4,3,2,1,4,5,2,1,,,,,
44729,0,196491,tt0173368,fr,Les tulipes,0.073093,1907-05-23 00:00:00,0,3,Les tulipes,4.5,2,0,t,65,23,16,22,21,23,17,10,2,1,200,358.5,1.7925
44731,0,20650,tt0001032,en,The Sealed Room,0.22511,1909-09-02 00:00:00,0,11,The Sealed Room,3.7,3,0,t,18,21,19,30,42,37,39,34,17,19,276,778.5,2.8206521739130435
44752,0,192301,tt0002357,en,The Mender of Nets,0.205335,1912-02-14 00:00:00,0,16,The Mender of Nets,5,1,0,t,,1,,,,2,2,1,,,,,
44759,0,128733,tt0080230,en,Hollywood,0.055713,1980-02-09 00:00:00,0,780,Hollywood,8,1,0,t,55,56,70,100,75,77,39,30,11,10,523,1163,2.2237093690248564
44761,0,53355,tt0100261,en,Nightmare at Noon,0.000844,1988-09-28 00:00:00,0,96,Nightmare at Noon,6.3,4,0,t,26,46,22,101,136,294,390,764,491,381,2651,10051.5,3.7915880799698227
44763,0,9765,tt0172515,de,Der große Bagarozy,0.468805,1999-10-06 00:00:00,0,96,Der große Bagarozy,5.5,4,0,t,1,1,,3,3,7,5,3,,1,,,
44773,0,461955,tt6990734,en,Rakka,2.569474,2017-06-14 00:00:00,0,22,Rakka,7.4,44,0,t,2,3,,1,,,1,,,,,,
44777,0,381024,tt5119260,en,Orange Sunshine,0.435053,2016-03-14 00:00:00,0,105,Orange Sunshine,7.3,3,0,t,3,4,2,4,2,7,6,3,2,,,,
44779,0,431261,tt4303202,en,American Wrestler: The Wizard,2.4738,2016-04-23 00:00:00,0,117,American Wrestler: The Wizard,7.8,6,0,t,3,2,3,9,8,9,6,3,1,2,46,120.5,2.619565217391304
44782,0,429713,tt6267458,en,The Void,0.143416,2016-11-08 00:00:00,0,86,The Void,4,1,0,t,1,,,2,2,1,5,2,,1,,,
44788,0,49169,tt0828399,en,Hitchcocked!,0.017893,2006-08-11 00:00:00,0,24,Hitchcocked!,0,0,0,t,11,8,6,22,44,167,264,352,175,82,1131,4207,3.7197170645446507
44800,0,127144,tt2501618,en,"Don''t Hug Me, I''m Scared",1.260183,2011-07-25 00:00:00,0,4,"Don''t Hug Me, I''m Scared",7.5,14,0,t,3,3,1,6,5,18,13,4,3,2,58,169.5,2.9224137931034484
44815,0,403368,tt3424690,en,Havenhurst,2.767271,2016-08-22 00:00:00,0,80,Havenhurst,5.3,22,0,t,7,4,6,8,16,23,24,16,3,1,108,308,2.8518518518518516
44825,0,20755,tt0161220,en,Air Bud 3: World Pup,7.584444,2001-06-29 00:00:00,0,83,Air Bud 3: World Pup,4.5,35,0,t,,,,1,,,,3,,,,,
44828,0,34065,tt0435286,ja,劇場版ポケットモンスター アドバンスジェネレーション 裂空の訪問者 デオキシス,6.421866,2004-07-22 00:00:00,0,98,Pokémon: Destiny Deoxys,6,57,0,t,35,27,22,69,98,222,244,202,82,41,1042,3362.5,3.2269673704414585
44840,0,142830,tt0096482,ru,Yolki-palki!,3e-06,1988-01-01 00:00:00,0,88,Hell's Bells,0,0,0,t,51,46,41,85,118,127,99,72,19,21,679,1804,2.6568483063328423
44844,0,408543,tt5078134,fr,Une vie,0.66911,2016-09-08 00:00:00,0,119,A Woman's Life,4.1,9,0,t,18,2,6,4,6,8,5,4,1,2,56,115,2.0535714285714284
44849,2000000,159447,tt2592500,ru,"С новым годом, мамы!",1.456046,2012-12-27 00:00:00,11666088,90,"Mommies, Happy New Year!",5.3,9,4000000,t,9,4,4,16,27,56,76,67,24,15,298,999,3.3523489932885906
44851,2000000,75438,tt1820462,ru,Beremennyy,0.397106,2011-07-21 00:00:00,8000000,81,Pregnant,3.1,7,4000000,t,1,,,,4,5,5,2,,1,,,
44856,4000000,60189,tt1666169,ru,Любовь-морковь 3,1.174113,2011-03-03 00:00:00,0,94,Lovey-Dovey 3,3.9,7,8000000,f,2,1,2,,3,8,7,,1,,,,
44861,0,41242,tt1490759,es,Tensión sexual no resuelta,0.874916,2010-03-18 00:00:00,0,93,Unresolved Sexual Tension,5.3,6,0,t,,1,,3,2,4,3,,3,1,,,
44864,0,17630,tt1132608,fr,Vilaine,3.841513,2008-11-12 00:00:00,0,93,Ugly Melanie,5.6,74,0,t,16,13,22,43,79,138,118,87,26,8,550,1669.5,3.0354545454545456
44871,0,68623,tt0214555,cn,Baau lit ying ging,0.16453,1999-08-05 00:00:00,0,92,Bullets Over Summer,6.7,3,0,t,,,,,1,3,1,1,,3,,,
44881,0,296855,tt2193450,en,The Thing on the Doorstep,0.229551,2014-01-01 00:00:00,0,89,The Thing on the Doorstep,2.5,2,0,t,,1,,6,6,8,8,10,2,,,,
44889,0,408024,tt5072406,fr,Moka,2.404466,2016-08-17 00:00:00,126463,89,Moka,6.1,24,0,t,3,4,3,8,12,22,28,35,24,25,164,593,3.6158536585365852
44892,0,326446,tt3899154,en,Savageland,0.376757,2017-02-24 00:00:00,0,80,Savageland,6.3,8,0,t,,,2,1,2,,1,,,,,,
44900,0,61008,tt0375222,en,You and Your Stupid Mate,0.221519,2005-05-24 00:00:00,0,81,You and Your Stupid Mate,4.5,3,0,t,4,2,2,6,8,20,13,18,5,3,81,254,3.1358024691358026
44903,0,116336,tt0052932,en,Island of Lost Women,0.209147,1959-05-01 00:00:00,0,71,Island of Lost Women,4.7,3,0,t,1,1,,2,,4,2,2,,,,,
44911,0,184363,tt0015977,ru,Кино-Правда No 21,0.11545,1925-01-22 00:00:00,0,23,Kino-pravda no. 21 - Lenin Kino-Pravda. A Film Poem about Lenin,6,2,0,t,3,1,,5,9,14,17,18,4,3,,,
44929,0,440143,tt4132190,en,The Babymoon,0.456807,2017-02-14 00:00:00,0,99,The Babymoon,5.3,4,0,t,11,3,8,16,29,60,103,101,51,40,422,1499,3.552132701421801
44931,0,381519,tt5973984,ja,攻殻機動隊ＡＲＩＳＥ PYROPHORIC CULT,2.056319,2015-08-26 00:00:00,0,46,Ghost in the Shell Arise - Border 5: Pyrophoric Cult,7.6,9,0,t,,,1,1,1,1,1,1,1,,,,
44937,0,436352,tt5247776,de,Rückkehr nach Montauk,1.737799,2017-05-11 00:00:00,0,106,Return to Montauk,6.5,4,0,t,2,7,3,13,20,55,78,83,45,16,322,1141,3.5434782608695654
44943,0,217917,tt0029799,en,The Wrong Road,0.316432,1937-10-11 00:00:00,0,62,The Wrong Road,5,1,0,t,7,6,3,10,8,31,28,63,18,17,191,663,3.4712041884816753
